Time sec;Extension mm;Strain 1 %;Load N
124.836;4.69772;9.353059;12543.36
124.936;4.70308;9.362257;12543.26
125.036;4.70844;9.371891;12542.6
125.136;4.71384;9.381211;12541.45
125.236;4.71932;9.390265;12541.54
125.336;4.72484;9.399554;12542.18
125.436;4.7304;9.409119;12541.75
125.536;4.736;9.418344;12543.07
125.636;4.74164;9.428243;12544.03
125.736;4.74732;9.437407;12544.39
125.836;4.75308;9.447129;12544.98
125.936;4.75892;9.456315;12545.82
126.036;4.76468;9.46542;12544.48
126.136;4.77052;9.474202;12543.76
126.236;4.7764;9.48357;12543.43
126.336;4.78232;9.492147;12543.67
126.436;4.78828;9.501573;12544.39
126.536;4.79428;9.510903;12544.21
126.636;4.80036;9.519685;12543.72
126.736;4.80648;9.529145;12543.33
126.836;4.81264;9.537907;12543.18
126.936;4.81892;9.546615;12542.03
127.036;4.8252;9.554983;12542.36
127.136;4.83156;9.564339;12542.59
127.236;4.83788;9.572686;12541.72
127.336;4.84424;9.581438;12541.05
127.436;4.85064;9.589556;12539.31
127.536;4.85712;9.598138;12538.63
127.636;4.86364;9.606878;12537.85
127.736;4.87028;9.615273;12537.65
127.836;4.87696;9.623782;12537.82
127.936;4.88372;9.632221;12538.52
128.036;4.89064;9.640342;12538.55
128.136;4.8976;9.648328;12537.99
128.236;4.904681;9.656576;12536.87
128.336;4.911841;9.664146;12535.65
128.436;4.91912;9.672395;12536.13
128.536;4.92648;9.679822;12536.39
128.636;4.93388;9.687818;12535.74
128.736;4.94136;9.695542;12533.58
128.836;4.94892;9.703032;12531.2
128.936;4.95652;9.710546;12529.15
129.036;4.96412;9.718177;12527.22
129.136;4.971841;9.725331;12526.52
129.236;4.9798;9.732533;12526.46
129.336;4.98784;9.739879;12526
129.436;4.99604;9.747121;12525
129.536;5.00448;9.753917;12524.74
129.636;5.01308;9.760804;12525.05
129.736;5.02184;9.767579;12524.9
129.836;5.03068;9.773835;12522.71
129.936;5.03968;9.780191;12518.72
130.036;5.048841;9.786588;12516.49
130.136;5.0582;9.792435;12515.48
130.236;5.06772;9.798533;12513.49
130.336;5.0774;9.804824;12511.44
130.436;5.08732;9.81056;12508.72
130.536;5.09744;9.816534;12506.3
130.636;5.107761;9.821999;12505.43
130.736;5.11832;9.827471;12503.13
130.836;5.12908;9.832767;12499.67
130.936;5.14008;9.838246;12496.13
131.036;5.15128;9.843133;12493.59
131.136;5.16276;9.847935;12490.95
131.236;5.17444;9.853045;12486.75
131.336;5.18648;9.857289;12483.65
131.436;5.19884;9.861708;12481.38
131.536;5.21144;9.865983;12477.02
131.636;5.22416;9.869875;12469.77
131.736;5.23712;9.873625;12464.57
131.836;5.2504;9.877806;12462.05
131.936;5.26412;9.881484;12458.7
132.036;5.27824;9.884687;12453.39
132.136;5.29276;9.888197;12448.71
132.236;5.3074;9.89138;12439.3
132.336;5.32236;9.893649;12430.75
132.436;5.33776;9.896681;12426.03
132.536;5.35352;9.899383;12418.97
132.636;5.36964;9.901851;12408.79
132.736;5.386;9.90383;12400.17
132.836;5.40276;9.90647;12390.43
132.936;5.42024;9.908484;12382.57
133.036;5.43812;9.910746;12371.44
133.136;5.45632;9.911767;12355.23
133.236;5.47496;9.913468;12342.98
133.336;5.49408;9.91492;12328.24
133.436;5.51376;9.916306;12313.05
133.536;5.53392;9.917597;12295.32
133.636;5.55468;9.917873;12273.12
133.736;5.5758;9.918777;12253.24
133.836;5.59748;9.919458;12228.91
133.936;5.61972;9.920066;12204.14
134.036;5.64256;9.919704;12171.29
134.136;5.66608;9.920479;12138.06
134.236;5.69028;9.919719;12096.17
134.304;5.70696;9.914871;11807.86
134.306;5.70756;9.878137;11474.22
134.308;5.70808;9.770121;11017.24
134.31;5.70904;9.562061;10479.2
134.312;5.71012;9.256332;9881.096
134.314;5.71172;8.876887;9234.51
134.316;5.71328;8.446454;8557.145
134.318;5.71528;7.978713;7867.264
134.32;5.71712;7.484255;7176.609
134.322;5.71904;6.974305;6493.658
134.324;5.7208;6.459507;5827.209
134.326;5.72264;5.94876;5185.02
134.328;5.724441;5.449116;4572.338
134.33;5.72628;4.965713;3992.809
134.332;5.72808;4.502182;3449.468
